phrase_originale,nom1,nom2,determinant,nom1_lemme,nom2_lemme,definitude,type_jdm,est_valide,notes
femme de lapelouse,femme,lapelouse,de,femme,lapelouse,False,r_lieu,True,
femme de larade,femme,larade,de,femme,larade,False,r_lieu,True,
femme de lasynagogue,femme,lasynagogue,de,femme,lasynagogue,False,r_lieu,True,
femme de lamaison de retraite,femme de lamaison,retraite,de,femme de lamaison,retraite,False,r_lieu,True,
femme de larue,femme,larue,de,femme,larue,False,r_lieu,True,
femme de laterre,femme,laterre,de,femme,laterre,False,r_lieu,True,
femme dumaison de santé,dumaison,santé,de,dumaison,santé,False,r_lieu,True,
femme de l'Athènes,femme,l'athènes,de,femme,l'athène,False,r_lieu,True,
femme demaison de fous,demaison,fous,de,demaison,fou,False,r_lieu,True,
femme d'Italie,femme,italie,d',femme,italie,False,r_lieu,True,
femme de l'hôpital psychiatrique,femme,l'hôpital psychiatrique,de,femme,l'hôpital psychiatrique,False,r_lieu,True,
femme de lacampagne,femme,lacampagne,de,femme,lacampagne,False,r_lieu,True,
animal de l'animalerie,animal,l'animalerie,de,animal,l'animalerie,False,r_lieu,True,
animal de l'océan,animal,l'océan,de,animal,l'océan,False,r_lieu,True,
animal de lacage,animal,lacage,de,animal,lacage,False,r_lieu,True,
animal d'élevage,animal,élevage,d',animal,élevage,False,r_lieu,True,
animal de l'hameau,animal,l'hameau,de,animal,l'hameau,False,r_lieu,True,
animal d'étable,animal,étable,d',animal,étable,False,r_lieu,True,
animal d'arbre,animal,arbre,d',animal,arbre,False,r_lieu,True,
animal de laparc zoologique,animal,laparc zoologique,de,animal,laparc zoologique,False,r_lieu,True,
animal de lacaverne,animal,lacaverne,de,animal,lacaverne,False,r_lieu,True,
animal d'écurie,animal,écurie,d',animal,écurie,False,r_lieu,True,
animal de lajungle,animal,lajungle,de,animal,lajungle,False,r_lieu,True,
animal de laniche,animal,laniche,de,animal,laniche,False,r_lieu,True,
animal d'épisode,animal,épisode,d',animal,épisode,False,r_lieu,True,
animal de l'habitat,animal,l'habitat,de,animal,l'habitat,False,r_lieu,True,
animal de l'endroit,animal,l'endroit,de,animal,l'endroit,False,r_lieu,True,
animal de laTunisie,animal,latunisie,de,animal,latunisie,False,r_lieu,True,
animal dupoint d'eau,dupoint,eau,d',dupoint,eau,False,r_lieu,True,
plante de lasavane,plante,lasavane,de,plante,lasavane,False,r_lieu,True,
plante de lamontagne,plante,lamontagne,de,plante,lamontagne,False,r_lieu,True,
plante de laterre,plante,laterre,de,plante,laterre,False,r_lieu,True,
plante de larivière,plante,larivière,de,plante,larivière,False,r_lieu,True,
plante de lafleuriste,plante,lafleuriste,de,plante,lafleuriste,False,r_lieu,True,
plante de lavase,plante,lavase,de,plante,lavase,False,r_lieu,True,
plante de l'aquarium,plante,l'aquarium,de,plante,l'aquarium,False,r_lieu,True,
plante de lajungle,plante,lajungle,de,plante,lajungle,False,r_lieu,True,
plante de l'endroit,plante,l'endroit,de,plante,l'endroit,False,r_lieu,True,
plante de laserre,plante,laserre,de,plante,laserre,False,r_lieu,True,
plante de lasalle d'attente,plante,lasalle d'attente,de,plante,lasalle d'attente,False,r_lieu,True,
plante de lazone humide,plante,lazone humide,de,plante,lazone humide,False,r_lieu,True,
plante durocher des Doms,durocher,doms,de,durocher,dom,False,r_lieu,True,
plante de lagarigue,plante,lagarigue,de,plante,lagarigue,False,r_lieu,True,
plante desalon d'attente,desalon,attente,d',desalon,attente,False,r_lieu,True,
plante desalle d'attente d'un dentiste,desalle,attente,d',desalle,attente,False,r_lieu,True,
objet de lavoiture,objet,lavoiture,de,objet,lavoiture,False,r_lieu,True,
objet de lacuisine,objet,lacuisine,de,objet,lacuisine,False,r_lieu,True,
objet d'étagère,objet,étagère,d',objet,étagère,False,r_lieu,True,
objet de l'armoire,objet,l'armoire,de,objet,l'armoire,False,r_lieu,True,
objet demusée du Louvre,demusée,louvre,de,demusée,louvre,False,r_lieu,True,
discours d'ennuyer,discours,ennuyer,d',discour,ennuyer,False,r_processus_agent,True,
discours demanquer de clarté,demanquer,clarté,de,demanquer,clarté,False,r_processus_agent,True,
discours d'être vaseux,discours,être vaseux,d',discour,être vaseu,False,r_processus_agent,True,
travail de l'améliorer,travail,l'améliorer,de,travail,l'améliorer,False,r_processus_agent,True,
travail d'enrichir,travail,enrichir,d',travail,enrichir,False,r_processus_agent,True,
travail de laproduire,travail,laproduire,de,travail,laproduire,False,r_processus_agent,True,
travail d'accomplir,travail,accomplir,d',travail,accomplir,False,r_processus_agent,True,
travail d'épuiser,travail,épuiser,d',travail,épuiser,False,r_processus_agent,True,
travail d'effectuer,travail,effectuer,d',travail,effectuer,False,r_processus_agent,True,
travail de l'organiser,travail,l'organiser,de,travail,l'organiser,False,r_processus_agent,True,
travail deprendre du temps,deprendre,temps,de,deprendre,temp,False,r_processus_agent,True,
travail durapporter de l'argent,travail durapporter,l'argent,de,travail durapporter,l'argent,False,r_processus_agent,True,
travail defaire des mondanités,defaire,mondanités,de,defaire,mondanité,False,r_processus_agent,True,
travail de l'être difficile,travail,l'être difficile,de,travail,l'être difficile,False,r_processus_agent,True,
travail degénérer des revenus,degénérer,revenus,de,degénérer,revenu,False,r_processus_agent,True,
travail de laréunion en ligne,travail,laréunion en ligne,de,travail,laréunion en ligne,False,r_processus_agent,True,
travail d'être dur,travail,être dur,d',travail,être dur,False,r_processus_agent,True,
travail de l'utiliser logiciel,travail,l'utiliser logiciel,de,travail,l'utiliser logiciel,False,r_processus_agent,True,
intervention de l'arriver comme un cheveu sur la soupe,intervention,l'arriver comme un cheveu sur la soupe,de,intervention,l'arriver comme un cheveu sur la soupe,False,r_processus_agent,True,
intervention de l'être difficile,intervention,l'être difficile,de,intervention,l'être difficile,False,r_processus_agent,True,
intervention de l'être dur,intervention,l'être dur,de,intervention,l'être dur,False,r_processus_agent,True,
action de lase reproduire,action,lase reproduire,de,action,lase reproduire,False,r_processus_agent,True,
action d'écrire,action,écrire,d',action,écrire,False,r_processus_agent,True,
action d'avoir pour objectif,action,avoir pour objectif,d',action,avoir pour objectif,False,r_processus_agent,True,
oeuvre de l'inspirer,oeuvre,l'inspirer,de,oeuvre,l'inspirer,False,r_processus_agent,True,
oeuvre d'émouvoir,oeuvre,émouvoir,d',oeuvre,émouvoir,False,r_processus_agent,True,
oeuvre de lavendre,oeuvre,lavendre,de,oeuvre,lavendre,False,r_processus_agent,True,
oeuvre de l'être nul,oeuvre,l'être nul,de,oeuvre,l'être nul,False,r_processus_agent,True,
projet d'en baver,projet,en baver,d',projet,en baver,False,r_processus_agent,True,
projet d'échouer,projet,échouer,d',projet,échouer,False,r_processus_agent,True,
projet de l'être à bout de souffle,projet de l'être à bout,souffle,de,projet de l'être à bout,souffle,False,r_processus_agent,True,
projet de l'achopper,projet,l'achopper,de,projet,l'achopper,False,r_processus_agent,True,
projet debattre de l'aile,projet debattre,l'aile,de,projet debattre,l'aile,False,r_processus_agent,True,
projet d'avoir le souffle court,projet,avoir le souffle court,d',projet,avoir le souffle court,False,r_processus_agent,True,
projet de l'être au point mort,projet,l'être au point mort,de,projet,l'être au point mort,False,r_processus_agent,True,
projet d'être essoufflé,projet,être essoufflé,d',projet,être essoufflé,False,r_processus_agent,True,
projet de laperdre haleine,projet,laperdre haleine,de,projet,laperdre haleine,False,r_processus_agent,True,
projet de l'être hors d'haleine,projet,l'être hors d'haleine,de,projet,l'être hors d'haleine,False,r_processus_agent,True,
projet de lamanquer de souffle,projet de lamanquer,souffle,de,projet de lamanquer,souffle,False,r_processus_agent,True,
projet d'accoucher d'une souris,projet,accoucher,d',projet,accoucher,False,r_processus_agent,True,
film de ladistraire,film,ladistraire,de,film,ladistraire,False,r_processus_agent,True,
film d'ennuyer,film,ennuyer,d',film,ennuyer,False,r_processus_agent,True,
film de ladéplaire,film,ladéplaire,de,film,ladéplaire,False,r_processus_agent,True,
film de l'inspirer,film,l'inspirer,de,film,l'inspirer,False,r_processus_agent,True,
film de l'effrayer,film,l'effrayer,de,film,l'effrayer,False,r_processus_agent,True,
film d'envoûter,film,envoûter,d',film,envoûter,False,r_processus_agent,True,
film de l'émouvoir,film,l'émouvoir,de,film,l'émouvoir,False,r_processus_agent,True,
film de l'avoir du succès,film de l'avoir,succès,du,film de l'avoir,succè,True,r_processus_agent,True,
film d'heurter,film,heurter,d',film,heurter,False,r_processus_agent,True,
film de l'horrifier,film,l'horrifier,de,film,l'horrifier,False,r_processus_agent,True,
film d'empoigner,film,empoigner,d',film,empoigner,False,r_processus_agent,True,
film de l'amuser,film,l'amuser,de,film,l'amuser,False,r_processus_agent,True,
film de ladécrire,film,ladécrire,de,film,ladécrire,False,r_processus_agent,True,
film de laplaire,film,laplaire,de,film,laplaire,False,r_processus_agent,True,
film defaire de la peine,film defaire,la peine,de,film defaire,la peine,False,r_processus_agent,True,
film dufaire du bruit,dufaire,bruit,du,dufaire,bruit,True,r_processus_agent,True,
film d'envouter,film,envouter,d',film,envouter,False,r_processus_agent,True,
film dufaire du foin,dufaire,foin,du,dufaire,foin,True,r_processus_agent,True,
film de l'être nul,film,l'être nul,de,film,l'être nul,False,r_processus_agent,True,
destruction de l'entreprendre,destruction,l'entreprendre,de,destruction,l'entreprendre,False,r_processus_patient,True,
destruction de l'annoncer,destruction,l'annoncer,de,destruction,l'annoncer,False,r_processus_patient,True,
destruction de l'éviter,destruction,l'éviter,de,destruction,l'éviter,False,r_processus_patient,True,
construction d'assurer,construction,assurer,d',construction,assurer,False,r_processus_patient,True,
construction d'entreprendre,construction,entreprendre,d',construction,entreprendre,False,r_processus_patient,True,
construction de l'empêcher,construction,l'empêcher,de,construction,l'empêcher,False,r_processus_patient,True,
construction de ladétruire,construction,ladétruire,de,construction,ladétruire,False,r_processus_patient,True,
cuisson d'arrêter,cuisson,arrêter,d',cuisson,arrêter,False,r_processus_patient,True,
cuisson d'accompagner,cuisson,accompagner,d',cuisson,accompagner,False,r_processus_patient,True,
lecture de l'adorer,lecture,l'adorer,de,lecture,l'adorer,False,r_processus_patient,True,
lecture de l'aimer,lecture,l'aimer,de,lecture,l'aimer,False,r_processus_patient,True,
lecture d'empêcher,lecture,empêcher,d',lecture,empêcher,False,r_processus_patient,True,
analyse de l'accélérer,analyse,l'accélérer,de,analyse,l'accélérer,False,r_processus_patient,True,
outil de l'élargir,outil,l'élargir,de,outil,l'élargir,False,r_processus>instr-1,True,
outil d'enterrer,outil,enterrer,d',outil,enterrer,False,r_processus>instr-1,True,
outil de l'assembler,outil,l'assembler,de,outil,l'assembler,False,r_processus>instr-1,True,
outil de l'excaver,outil,l'excaver,de,outil,l'excaver,False,r_processus>instr-1,True,
outil d'utiliser,outil,utiliser,d',outil,utiliser,False,r_processus>instr-1,True,
outil de l'adapter,outil,l'adapter,de,outil,l'adapter,False,r_processus>instr-1,True,
outil d'agir,outil,agir,d',outil,agir,False,r_processus>instr-1,True,
outil de laconstruire,outil,laconstruire,de,outil,laconstruire,False,r_processus>instr-1,True,
outil d'arranger,outil,arranger,d',outil,arranger,False,r_processus>instr-1,True,
instrument de larefaire,instrument,larefaire,de,instrument,larefaire,False,r_processus>instr-1,True,
instrument de l'orchestrer,instrument,l'orchestrer,de,instrument,l'orchestrer,False,r_processus>instr-1,True,
instrument de lafaire de la musique,instrument de lafaire,la musique,de,instrument de lafaire,la musique,False,r_processus>instr-1,True,
instrument dejouer de la musique,instrument dejouer,la musique,de,instrument dejouer,la musique,False,r_processus>instr-1,True,
instrument de ladiffuser de la musique,instrument de ladiffuser,la musique,de,instrument de ladiffuser,la musique,False,r_processus>instr-1,True,
appareil de laprendre,appareil,laprendre,de,appareil,laprendre,False,r_processus>instr-1,True,
appareil d'ouïr,appareil,ouïr,d',appareil,ouïr,False,r_processus>instr-1,True,
appareil de l'enregistrer,appareil,l'enregistrer,de,appareil,l'enregistrer,False,r_processus>instr-1,True,
appareil de l'avoir un cheveu sur la langue,appareil,l'avoir un cheveu sur la langue,de,appareil,l'avoir un cheveu sur la langue,False,r_processus>instr-1,True,
force de lamusculaire,force,lamusculaire,de,force,lamusculaire,False,r_has_property-1,True,
force de latranquille,force,latranquille,de,force,latranquille,False,r_has_property-1,True,
force de lavive,force,lavive,de,force,lavive,False,r_has_property-1,True,
force de laconjuguée,force,laconjuguée,de,force,laconjuguée,False,r_has_property-1,True,
force de labrute,force,labrute,de,force,labrute,False,r_has_property-1,True,
force d'hétérotrophe,force,hétérotrophe,d',force,hétérotrophe,False,r_has_property-1,True,
force de ladonnée,force,ladonnée,de,force,ladonnée,False,r_has_property-1,True,
force de l'exercé,force,l'exercé,de,force,l'exercé,False,r_has_property-1,True,
force de l'endotherme,force,l'endotherme,de,force,l'endotherme,False,r_has_property-1,True,
force d'électrique,force,électrique,d',force,électrique,False,r_has_property-1,True,
force de l'armée,force,l'armée,de,force,l'armée,False,r_has_property-1,True,
force de lamusculeuse,force,lamusculeuse,de,force,lamusculeuse,False,r_has_property-1,True,
force de lagrande,force,lagrande,de,force,lagrande,False,r_has_property-1,True,
force d'humaine,force,humaine,d',force,humaine,False,r_has_property-1,True,
force de lade frappe,force,lade frappe,de,force,lade frappe,False,r_has_property-1,True,
force de lapuissante,force,lapuissante,de,force,lapuissante,False,r_has_property-1,True,
force de labrutale,force,labrutale,de,force,labrutale,False,r_has_property-1,True,
force de lade la nature,force,lade la nature,de,force,lade la nature,False,r_has_property-1,True,
force de lagravitatoire,force,lagravitatoire,de,force,lagravitatoire,False,r_has_property-1,True,
force d'attractive,force,attractive,d',force,attractive,False,r_has_property-1,True,
force de labilatéralement symétrique,force,labilatéralement symétrique,de,force,labilatéralement symétrique,False,r_has_property-1,True,
force de l'équivalente,force,l'équivalente,de,force,l'équivalente,False,r_has_property-1,True,
force de l'exercée,force,l'exercée,de,force,l'exercée,False,r_has_property-1,True,
force de lafonctionnée,force,lafonctionnée,de,force,lafonctionnée,False,r_has_property-1,True,
intelligence de lalucide,intelligence,lalucide,de,intelligence,lalucide,False,r_has_property-1,True,
intelligence de lavariable,intelligence,lavariable,de,intelligence,lavariable,False,r_has_property-1,True,
intelligence de lafaible,intelligence,lafaible,de,intelligence,lafaible,False,r_has_property-1,True,
intelligence de l'artificielle,intelligence,l'artificielle,de,intelligence,l'artificielle,False,r_has_property-1,True,
intelligence de l'en général,intelligence,l'en général,de,intelligence,l'en général,False,r_has_property-1,True,
intelligence de lanoble,intelligence,lanoble,de,intelligence,lanoble,False,r_has_property-1,True,
intelligence de lastratégique,intelligence,lastratégique,de,intelligence,lastratégique,False,r_has_property-1,True,
intelligence de lavaste,intelligence,lavaste,de,intelligence,lavaste,False,r_has_property-1,True,
intelligence de laremarquable,intelligence,laremarquable,de,intelligence,laremarquable,False,r_has_property-1,True,
intelligence de l'élevé,intelligence,l'élevé,de,intelligence,l'élevé,False,r_has_property-1,True,
intelligence de lapratique,intelligence,lapratique,de,intelligence,lapratique,False,r_has_property-1,True,
intelligence de l'humaine,intelligence,l'humaine,de,intelligence,l'humaine,False,r_has_property-1,True,
intelligence de lamesurée,intelligence,lamesurée,de,intelligence,lamesurée,False,r_has_property-1,True,
intelligence d'aiguisée,intelligence,aiguisée,d',intelligence,aiguisée,False,r_has_property-1,True,
intelligence de l'illuminée,intelligence,l'illuminée,de,intelligence,l'illuminée,False,r_has_property-1,True,
intelligence d'exceptionnelle,intelligence,exceptionnelle,d',intelligence,exceptionnelle,False,r_has_property-1,True,
intelligence de lasurnaturelle,intelligence,lasurnaturelle,de,intelligence,lasurnaturelle,False,r_has_property-1,True,
intelligence de lasimulée,intelligence,lasimulée,de,intelligence,lasimulée,False,r_has_property-1,True,
intelligence de lastimulée,intelligence,lastimulée,de,intelligence,lastimulée,False,r_has_property-1,True,
intelligence d'émotionnelle,intelligence,émotionnelle,d',intelligence,émotionnelle,False,r_has_property-1,True,
intelligence d'embarquée,intelligence,embarquée,d',intelligence,embarquée,False,r_has_property-1,True,
intelligence d'utilisée,intelligence,utilisée,d',intelligence,utilisée,False,r_has_property-1,True,
intelligence d'admirée,intelligence,admirée,d',intelligence,admirée,False,r_has_property-1,True,
intelligence de l'en anglais,intelligence,l'en anglais,de,intelligence,l'en anglai,False,r_has_property-1,True,
courage de l'exceptionnel,courage,l'exceptionnel,de,courage,l'exceptionnel,False,r_has_property-1,True,
courage de l'extraordinaire,courage,l'extraordinaire,de,courage,l'extraordinaire,False,r_has_property-1,True,
courage de l'audacieux,courage,l'audacieux,de,courage,l'audacieu,False,r_has_property-1,True,
courage d'opposant,courage,opposant,d',courage,opposant,False,r_has_property-1,True,
sagesse de lapolitique,sagesse,lapolitique,de,sagesse,lapolitique,False,r_has_property-1,True,
sagesse de laprofonde,sagesse,laprofonde,de,sagesse,laprofonde,False,r_has_property-1,True,
sagesse d'expérimenté,sagesse,expérimenté,d',sagesse,expérimenté,False,r_has_property-1,True,
sagesse de lamesurée,sagesse,lamesurée,de,sagesse,lamesurée,False,r_has_property-1,True,
sagesse de l'intemporelle,sagesse,l'intemporelle,de,sagesse,l'intemporelle,False,r_has_property-1,True,
sagesse de l'acquise,sagesse,l'acquise,de,sagesse,l'acquise,False,r_has_property-1,True,
talent de l'indéniable,talent,l'indéniable,de,talent,l'indéniable,False,r_has_property-1,True,
talent de l'exceptionnel,talent,l'exceptionnel,de,talent,l'exceptionnel,False,r_has_property-1,True,
talent d'offensif,talent,offensif,d',talent,offensif,False,r_has_property-1,True,
talent de l'eucaryote,talent,l'eucaryote,de,talent,l'eucaryote,False,r_has_property-1,True,
talent d'hétérotrophe,talent,hétérotrophe,d',talent,hétérotrophe,False,r_has_property-1,True,
talent de lamédiocre,talent,lamédiocre,de,talent,lamédiocre,False,r_has_property-1,True,
talent de lavivipare,talent,lavivipare,de,talent,lavivipare,False,r_has_property-1,True,
talent de laremarquable,talent,laremarquable,de,talent,laremarquable,False,r_has_property-1,True,
talent d'endotherme,talent,endotherme,d',talent,endotherme,False,r_has_property-1,True,
talent de labilatéralement symétrique,talent,labilatéralement symétrique,de,talent,labilatéralement symétrique,False,r_has_property-1,True,
talent de l'en or massif,talent,l'en or massif,de,talent,l'en or massif,False,r_has_property-1,True,
livre d'édition,livre,édition,d',livre,édition,False,r_topic,True,
livre de lalittérature,livre,lalittérature,de,livre,lalittérature,False,r_topic,True,
livre de lacommerce,livre,lacommerce,de,livre,lacommerce,False,r_topic,True,
livre de latoxicomanie,livre,latoxicomanie,de,livre,latoxicomanie,False,r_topic,True,
livre de lamusique,livre,lamusique,de,livre,lamusique,False,r_topic,True,
livre de laFrance,livre,lafrance,de,livre,lafrance,False,r_topic,True,
livre de lavie quotidienne,livre,lavie quotidienne,de,livre,lavie quotidienne,False,r_topic,True,
livre d'économie,livre,économie,d',livre,économie,False,r_topic,True,
livre de ladrogue,livre,ladrogue,de,livre,ladrogue,False,r_topic,True,
livre de lamarine,livre,lamarine,de,livre,lamarine,False,r_topic,True,
livre de laLittérature,livre,lalittérature,de,livre,lalittérature,False,r_topic,True,
livre de laCommerce,livre,lacommerce,de,livre,lacommerce,False,r_topic,True,
livre d'unités de mesure,livre d'unités,mesure,de,livre d'unité,mesure,False,r_topic,True,
livre d'Économie,livre,économie,d',livre,économie,False,r_topic,True,
film de laphotographie,film,laphotographie,de,film,laphotographie,False,r_topic,True,
film de l'art,film,l'art,de,film,l'art,False,r_topic,True,
film de l'arts,film,l'arts,de,film,l'art,False,r_topic,True,
film de lachimie,film,lachimie,de,film,lachimie,False,r_topic,True,
film d'alimentation,film,alimentation,d',film,alimentation,False,r_topic,True,
film d'artistique,film,artistique,d',film,artistique,False,r_topic,True,
film de l'emballage,film,l'emballage,de,film,l'emballage,False,r_topic,True,
film de l'économie,film,l'économie,de,film,l'économie,False,r_topic,True,
film d'Arts,film,arts,d',film,art,False,r_topic,True,
film de l'emballages,film,l'emballages,de,film,l'emballage,False,r_topic,True,
film de l'artistic,film,l'artistic,de,film,l'artistic,False,r_topic,True,
film de l'humanities,film,l'humanities,de,film,l'humanitie,False,r_topic,True,
cours d'hydrographie,cours,hydrographie,d',cour,hydrographie,False,r_topic,True,
cours de latourisme,cours,latourisme,de,cour,latourisme,False,r_topic,True,
cours d'hôtellerie,cours,hôtellerie,d',cour,hôtellerie,False,r_topic,True,
cours de labiologie,cours,labiologie,de,cour,labiologie,False,r_topic,True,
cours de lajurisprudence,cours,lajurisprudence,de,cour,lajurisprudence,False,r_topic,True,
cours d'hydrologie,cours,hydrologie,d',cour,hydrologie,False,r_topic,True,
cours de lacommerce,cours,lacommerce,de,cour,lacommerce,False,r_topic,True,
cours de lafinance,cours,lafinance,de,cour,lafinance,False,r_topic,True,
cours d'eau,cours,eau,d',cour,eau,False,r_topic,True,
cours d'enseignement,cours,enseignement,d',cour,enseignement,False,r_topic,True,
cours de l'éducation,cours,l'éducation,de,cour,l'éducation,False,r_topic,True,
cours de lascolaire,cours,lascolaire,de,cour,lascolaire,False,r_topic,True,
